LTE,454,3,31,56335617,0,114.1893,22.3232,1000,13,1,1371220314,1730326631,0
LTE,454,6,10101,23817475,0,114.0762,22.3662,11051,112,1,1383917642,1721808964,0
LTE,454,3,38,30764291,0,114.2278,22.2793,500,28,1,1395101716,1731634761,0
LTE,454,3,42,110182659,0,114.2625,22.3201,1000,70,1,1397059155,1711748646,0
GSM,454,12,180,1191,0,114.1413,22.2894,1000,31,1,1407123289,1707998524,0
GSM,454,12,180,14321,0,114.1461,22.2893,1085,46,1,1407123289,1707998525,0
LTE,454,3,2123,153999619,0,114.1518,22.3273,5805,116,1,1408788302,1716235628,0
LTE,454,3,2033,153896193,0,114.0043,22.4476,1000,3,1,1409050570,1726027985,0
LTE,454,3,2033,153765121,0,114.009,22.45,1175,41,1,1409050808,1731646339,0
LTE,454,3,2030,153765379,0,114.0205,22.4484,1000,43,1,1409483910,1726027985,0
LTE,454,3,11,25617667,0,114.1561,22.2776,755,25,1,1409549127,1739218927,0
LTE,454,3,13,25680130,0,114.157,22.2795,1000,35,1,1409549817,1711055470,0
LTE,454,3,2030,153895426,0,114.0633,22.4348,3357,72,1,1409704691,1726027985,0
LTE,454,3,2030,153943810,0,114.0649,22.432,2263,75,1,1409704751,1726027985,0
LTE,454,3,2030,153943809,0,114.0616,22.4382,886,133,1,1409704811,1726027985,0
LTE,454,3,2122,153824514,0,114.1682,22.2948,9524,26,1,1409721728,1730144772,0
LTE,454,3,11,25612546,0,114.1552,22.2851,1000,36,1,1409806021,1723327329,0
LTE,454,3,2040,153672962,0,114.1345,22.4919,1000,72,1,1416851644,1722393845,0
LTE,454,3,2103,153621506,0,114.1806,22.3194,7487,10,1,1418031147,1724405705,0
LTE,454,3,2123,153894402,0,114.1365,22.3392,6124,8,1,1418121357,1709008802,0
LTE,454,3,2111,153870594,0,114.1943,22.3422,1000,16,1,1418998666,1737849608,0
LTE,454,3,39,61499649,0,114.2282,22.3064,1000,22,1,1419066853,1733647988,0
LTE,454,3,34,56396035,0,114.1897,22.3307,1000,23,1,1419218647,1738703888,0
LTE,454,3,29,51349762,0,114.1736,22.3034,1000,14,1,1420264768,1738801204,0
LTE,454,3,29,51349763,0,114.1717,22.303,1000,18,1,1420265579,1737849605,0
LTE,454,3,2050,153736449,0,114.2247,22.3052,1000,22,1,1421483453,1735765323,0
LTE,454,3,34,56392961,0,114.1958,22.3312,576,32,1,1421755778,1738703763,0
LTE,454,3,8,33301763,0,114.1709,22.2499,766,27,1,1422651413,1739218921,0
LTE,454,3,40,61480193,0,114.2048,22.3224,1000,21,1,1422865854,1733908742,0
LTE,454,3,2031,153890307,0,113.9769,22.3998,1000,12,1,1423316779,1711840447,0
LTE,454,3,29,51299586,0,114.1748,22.3071,1000,10,1,1423631986,1739079495,0
LTE,454,3,2112,154013442,0,114.1756,22.3396,3681,18,1,1425112269,1727448126,0
LTE,454,3,8,33301761,0,114.1742,22.2508,631,32,1,1426450017,1739218921,0
LTE,454,3,2011,153826049,0,114.183,22.2467,5006,50,1,1426476633,1728192375,0
LTE,454,3,18,30755074,0,114.1919,22.2847,500,34,1,1428694148,1739218925,0
LTE,454,3,28,51220737,0,114.1722,22.2996,1000,14,1,1428747383,1737849605,0
LTE,454,3,28,51220739,0,114.1712,22.2983,1000,23,1,1428747437,1736202004,0
LTE,454,3,3,79388931,0,114.0633,22.3667,783,48,1,1430227429,1738704008,0
LTE,454,3,29,51323138,0,114.1736,22.3065,500,50,1,1432827865,1731634748,0
LTE,454,3,20,51334403,0,114.1634,22.3098,1391,24,1,1433260279,1738704004,0
LTE,454,3,3,79390977,0,114.0552,22.3665,672,45,1,1433261164,1738704006,0
LTE,454,3,2123,154104323,0,114.1614,22.3113,1000,24,1,1441377496,1730848023,0
