2669,2008-02-02 18:30:47,116.42256,39.94833
4461,2008-02-02 18:30:47,116.4554,39.88363
8487,2008-02-02 18:30:48,116.4224,39.93502
1778,2008-02-02 18:30:49,116.42818,39.93367
2237,2008-02-02 18:30:49,116.26718,39.98935
3023,2008-02-02 18:30:49,116.38596,39.96169
9591,2008-02-02 18:30:49,116.30336,39.88411
7252,2008-02-02 18:30:50,116.46093,39.93221
2368,2008-02-02 18:30:50,116.40914,40.00103
10291,2008-02-02 18:30:51,116.41537,39.8919
5579,2008-02-02 18:30:51,116.38925,39.8015
4620,2008-02-02 18:30:51,116.36434,39.84936
5557,2008-02-02 18:30:52,116.83286,40.37278
7650,2008-02-02 18:30:52,116.45679,39.8922
5391,2008-02-02 18:30:52,116.28906,39.9137
2669,2008-02-02 18:30:52,116.42157,39.94832
5918,2008-02-02 18:30:52,116.54907,40.06425
8360,2008-02-02 18:30:53,116.31522,39.85023
6736,2008-02-02 18:30:53,116.47315,39.91443
6455,2008-02-02 18:30:53,116.43941,39.9492
9602,2008-02-02 18:30:54,116.35529,39.98751
2964,2008-02-02 18:30:55,116.36814,39.89629
5918,2008-02-02 18:30:55,116.54888,40.0642
1218,2008-02-02 18:30:55,116.35725,39.89669
7633,2008-02-02 18:30:56,116.30912,39.9099
6810,2008-02-02 18:30:56,116.4962,39.91693
6912,2008-02-02 18:30:56,116.4554,39.89768
6607,2008-02-02 18:30:57,116.43005,39.85722
2669,2008-02-02 18:30:57,116.42059,39.94825
6469,2008-02-02 18:30:57,116.22811,39.95368
3496,2008-02-02 18:30:57,116.22518,39.89021
4968,2008-02-02 18:30:57,116.31013,39.89565
5557,2008-02-02 18:30:57,116.83268,40.37222
762,2008-02-02 18:30:58,116.32845,39.91139
5918,2008-02-02 18:30:58,116.54873,40.06405
941,2008-02-02 18:30:58,116.4544,39.91803
755,2008-02-02 18:30:58,116.35984,39.89828
6747,2008-02-02 18:30:58,116.4045,39.92452
4620,2008-02-02 18:30:58,116.36476,39.84933
3728,2008-02-02 18:30:58,116.32156,39.97964
4474,2008-02-02 18:30:58,116.42787,39.86455
4989,2008-02-02 18:30:59,116.40769,40.05408
6810,2008-02-02 18:30:59,116.49597,39.917
2894,2008-02-02 18:31:00,116.5094,40.01065
20,2008-02-02 18:31:00,116.66053,39.77372
8078,2008-02-02 18:31:00,116.3472,39.91609
8811,2008-02-02 18:31:00,116.30933,39.98398
8772,2008-02-02 18:31:00,116.32652,39.99306
8998,2008-02-02 18:31:01,116.34737,39.88015
3961,2008-02-02 18:31:01,116.36546,39.85797
3512,2008-02-02 18:31:01,116.34771,39.87368
4425,2008-02-02 18:31:02,116.27544,39.92318
6810,2008-02-02 18:31:02,116.49587,39.91707
5993,2008-02-02 18:31:02,116.28799,40.07157
7692,2008-02-02 18:31:02,116.37418,39.96478
2669,2008-02-02 18:31:02,116.41966,39.9482
4551,2008-02-02 18:31:02,116.51994,39.9153
3962,2008-02-02 18:31:02,116.35715,40.00181
3975,2008-02-02 18:31:02,116.3683,39.88069
9533,2008-02-02 18:31:03,116.4545,39.86987
4461,2008-02-02 18:31:03,116.45518,39.88315
5557,2008-02-02 18:31:03,116.83253,40.37148
8609,2008-02-02 18:31:03,116.46515,39.96973
2394,2008-02-02 18:31:03,116.42795,39.9245
9841,2008-02-02 18:31:03,116.41042,39.66651
9368,2008-02-02 18:31:03,116.45522,39.94958
6955,2008-02-02 18:31:03,116.45071,39.86178
8847,2008-02-02 18:31:03,116.39028,39.92725
5411,2008-02-02 18:31:03,116.34053,39.96633
5477,2008-02-02 18:31:04,116.30041,39.86896
2368,2008-02-02 18:31:04,116.40943,40.00139
1275,2008-02-02 18:31:04,116.33424,39.9848
6681,2008-02-02 18:31:05,116.13917,39.7562
7015,2008-02-02 18:31:05,116.45136,39.9112
6428,2008-02-02 18:31:06,116.61823,40.15724
5895,2008-02-02 18:31:06,116.43527,39.86467
9765,2008-02-02 18:31:06,116.45618,39.90729
8987,2008-02-02 18:31:07,116.31655,39.87373
9616,2008-02-02 18:31:07,116.35773,39.91718
2727,2008-02-02 18:31:08,116.41154,39.96906
7607,2008-02-02 18:31:08,116.45461,39.89604
6681,2008-02-02 18:31:08,116.13905,39.7562
4943,2008-02-02 18:31:08,116.35269,39.87529
9565,2008-02-02 18:31:08,116.57123,40.03914
4011,2008-02-02 18:31:09,116.36372,39.97087
6737,2008-02-02 18:31:09,116.78666,39.94025
5605,2008-02-02 18:31:09,116.44365,39.8256
5421,2008-02-02 18:31:09,116.30716,39.90587
8487,2008-02-02 18:31:09,116.42537,39.9352
912,2008-02-02 18:31:09,116.44323,39.96001
8772,2008-02-02 18:31:10,116.32655,39.99205
8077,2008-02-02 18:31:10,116.33145,39.97523
10143,2008-02-02 18:31:10,116.26786,39.94228
6134,2008-02-02 18:31:10,116.39268,39.88117
3786,2008-02-02 18:31:10,116.66311,39.90743
3353,2008-02-02 18:31:11,116.52144,39.91597
2446,2008-02-02 18:31:11,116.49346,39.79355
6792,2008-02-02 18:31:11,116.3099,39.9639
1820,2008-02-02 18:31:11,116.34742,39.91696
3391,2008-02-02 18:31:11,116.48935,39.90712
2669,2008-02-02 18:31:12,116.41789,39.94818
1306,2008-02-02 18:31:12,116.36802,39.88202
8476,2008-02-02 18:31:12,116.45382,39.8658
9129,2008-02-02 18:31:13,116.49363,39.79275
4736,2008-02-02 18:31:13,116.30898,40.00054
5379,2008-02-02 18:31:13,116.34272,39.94761
7749,2008-02-02 18:31:13,116.48901,39.97061
9307,2008-02-02 18:31:14,116.50077,39.99921
6818,2008-02-02 18:31:15,116.31552,39.90963
3574,2008-02-02 18:31:15,116.27702,39.949
6810,2008-02-02 18:31:15,116.49582,39.91712
9946,2008-02-02 18:31:15,116.45588,39.91333
5488,2008-02-02 18:31:15,116.39336,39.9478
2193,2008-02-02 18:31:16,116.43363,39.92265
3481,2008-02-02 18:31:16,116.42138,39.90335
7139,2008-02-02 18:31:16,116.29374,39.89558
8435,2008-02-02 18:31:16,116.29905,39.89548
10063,2008-02-02 18:31:17,116.3676,39.91017
2669,2008-02-02 18:31:17,116.41714,39.94811
8390,2008-02-02 18:31:17,116.44435,39.92073
5606,2008-02-02 18:31:17,116.56488,40.07023
406,2008-02-02 18:31:18,116.345,40.02551
5002,2008-02-02 18:31:18,116.33488,39.93105
3868,2008-02-02 18:31:18,116.41162,40.01892
7122,2008-02-02 18:31:19,116.41914,39.94529
3368,2008-02-02 18:31:19,116.29413,40.0776
2193,2008-02-02 18:31:19,116.43392,39.9226
7668,2008-02-02 18:31:20,116.38552,39.94017
6251,2008-02-02 18:31:20,116.28005,39.78138
9200,2008-02-02 18:31:21,116.36892,39.89852
9305,2008-02-02 18:31:22,116.41893,39.94808
7749,2008-02-02 18:31:22,116.49003,39.9706
5062,2008-02-02 18:31:22,116.37114,39.97045
6297,2008-02-02 18:31:22,116.30336,39.88372
2669,2008-02-02 18:31:22,116.41645,39.9481
2147,2008-02-02 18:31:23,116.3427,39.89122
7499,2008-02-02 18:31:23,116.66131,40.1235
1081,2008-02-02 18:31:23,116.40737,39.90865
4867,2008-02-02 18:31:23,116.40288,39.98737
6810,2008-02-02 18:31:23,116.49582,39.91745
5606,2008-02-02 18:31:24,116.5654,40.0703
9926,2008-02-02 18:31:24,116.48581,39.91414
4615,2008-02-02 18:31:24,116.45532,39.91053
6389,2008-02-02 18:31:24,116.36665,39.9475
9528,2008-02-02 18:31:25,116.57422,40.02688
6651,2008-02-02 18:31:25,116.45595,39.91307
1073,2008-02-02 18:31:25,116.27655,39.86709
5895,2008-02-02 18:31:25,116.43537,39.86575
4280,2008-02-02 18:31:25,116.49968,39.98723
487,2008-02-02 18:31:26,116.3073,39.90627
10211,2008-02-02 18:31:26,116.40986,39.87044
7889,2008-02-02 18:31:26,116.41161,39.85104
4615,2008-02-02 18:31:27,116.45518,39.9105
7709,2008-02-02 18:31:27,116.42632,39.94758
7036,2008-02-02 18:31:27,116.44444,39.97475
3936,2008-02-02 18:31:27,116.35785,40.01631
2434,2008-02-02 18:31:27,116.47663,40.01309
6150,2008-02-02 18:31:27,116.44426,39.93196
5629,2008-02-02 18:31:27,116.34736,39.93093
2669,2008-02-02 18:31:27,116.41581,39.94807
219,2008-02-02 18:31:27,116.40923,39.83103
6882,2008-02-02 18:31:28,116.39016,39.93244
5895,2008-02-02 18:31:28,116.43525,39.86585
8998,2008-02-02 18:31:28,116.34728,39.87915
2919,2008-02-02 18:31:28,116.31943,39.97489
1318,2008-02-02 18:31:29,116.35061,40.02155
7333,2008-02-02 18:31:29,116.27301,39.84683
6060,2008-02-02 18:31:29,116.31483,39.95556
9252,2008-02-02 18:31:29,116.49609,39.92649
8517,2008-02-02 18:31:30,116.49306,39.79799
5432,2008-02-02 18:31:30,116.47453,39.82428
6810,2008-02-02 18:31:31,116.49585,39.91808
3490,2008-02-02 18:31:31,116.64364,40.20986
9841,2008-02-02 18:31:31,116.41042,39.66651
6393,2008-02-02 18:31:31,116.43755,39.9357
4452,2008-02-02 18:31:32,116.51975,40.00218
6297,2008-02-02 18:31:32,116.30336,39.88366
2398,2008-02-02 18:31:32,116.38889,39.90612
2669,2008-02-02 18:31:32,116.41515,39.94807
10050,2008-02-02 18:31:32,116.35266,39.85192
7728,2008-02-02 18:31:33,116.52647,39.96471
7623,2008-02-02 18:31:33,116.34799,39.77404
9368,2008-02-02 18:31:33,116.45525,39.9493
9069,2008-02-02 18:31:33,116.34931,39.92314
4615,2008-02-02 18:31:33,116.45482,39.9105
6781,2008-02-02 18:31:35,116.31464,39.90982
865,2008-02-02 18:31:36,116.30389,39.88274
1901,2008-02-02 18:31:36,116.29524,39.87903
9536,2008-02-02 18:31:36,116.31543,39.86685
1439,2008-02-02 18:31:36,116.3989,39.90645
1081,2008-02-02 18:31:36,116.4072,39.90835
9815,2008-02-02 18:31:37,116.30539,39.87745
2669,2008-02-02 18:31:37,116.41477,39.94804
5557,2008-02-02 18:31:38,116.83187,40.36822
5918,2008-02-02 18:31:38,116.54425,40.05938
7362,2008-02-02 18:31:38,116.85732,40.39295
9528,2008-02-02 18:31:38,116.57335,40.02738
3032,2008-02-02 18:31:38,116.38159,39.97793
5691,2008-02-02 18:31:38,116.42283,39.91286
5570,2008-02-02 18:31:39,116.38023,39.88795
5432,2008-02-02 18:31:39,116.47497,39.82387
7122,2008-02-02 18:31:40,116.41923,39.94487
7952,2008-02-02 18:31:40,116.247,39.90957
4519,2008-02-02 18:31:40,116.42416,39.96085
5570,2008-02-02 18:31:40,116.38023,39.88795
6681,2008-02-02 18:31:41,116.1353,39.75383
6995,2008-02-02 18:31:41,116.45523,39.92513
2147,2008-02-02 18:31:42,116.34268,39.89175
3899,2008-02-02 18:31:42,116.34906,39.95076
5432,2008-02-02 18:31:42,116.4752,39.82363
2669,2008-02-02 18:31:42,116.41439,39.94803
1117,2008-02-02 18:31:42,116.46111,39.89885
10024,2008-02-02 18:31:42,116.4959,39.92491
5605,2008-02-02 18:31:42,116.44365,39.8256
4867,2008-02-02 18:31:42,116.4014,39.98865
7074,2008-02-02 18:31:43,116.41445,39.88358
10291,2008-02-02 18:31:43,116.41534,39.89192
915,2008-02-02 18:31:43,116.30005,39.97787
7623,2008-02-02 18:31:43,116.34798,39.77404
8847,2008-02-02 18:31:43,116.39007,39.93173
1685,2008-02-02 18:31:43,116.36433,39.8733
5267,2008-02-02 18:31:43,116.27472,39.86923
2859,2008-02-02 18:31:43,116.30394,39.88597
1230,2008-02-02 18:31:43,116.41194,39.96769
6607,2008-02-02 18:31:44,116.43168,39.85735
10138,2008-02-02 18:31:44,116.31533,39.8969
1025,2008-02-02 18:31:45,116.27692,39.85807
5408,2008-02-02 18:31:45,116.30465,39.88661
6681,2008-02-02 18:31:45,116.13522,39.75333
8558,2008-02-02 18:31:45,116.44757,39.89232
9946,2008-02-02 18:31:45,116.45565,39.91656
4615,2008-02-02 18:31:46,116.4547,39.90982
2669,2008-02-02 18:31:47,116.41385,39.94806
5570,2008-02-02 18:31:47,116.38023,39.88795
2306,2008-02-02 18:31:47,116.46654,39.97677
7873,2008-02-02 18:31:48,116.28141,39.81604
5557,2008-02-02 18:31:48,116.83172,40.36757
5163,2008-02-02 18:31:48,116.44424,39.82585
6801,2008-02-02 18:31:48,116.58394,40.07847
9945,2008-02-02 18:31:48,116.56639,40.07192
1498,2008-02-02 18:31:49,116.35564,39.95043
4615,2008-02-02 18:31:49,116.45455,39.9098
943,2008-02-02 18:31:50,116.52261,39.82166
8487,2008-02-02 18:31:50,116.4257,39.93913
755,2008-02-02 18:31:50,116.35719,39.90007
5797,2008-02-02 18:31:51,116.34289,39.88689
1748,2008-02-02 18:31:51,116.47607,39.98802
